Divisão;Unidade;Código Cliente;Projeto Financeiro;Mês base;Status Cobrança
L33X;Q1107;354918;170903;30/04/2024;Em Dia
L33X;Q1504;351487;168385;30/04/2024;Em Dia
L33X;Q1608;358324;183057;30/04/2024;Em Dia
L33X;Q1614;347556;173752;30/04/2024;Em Dia
L33X;Q1615;424119;181742;30/04/2024;Em Dia
L33X;Q1618;358680;173358;30/04/2024;Securitizado
L33X;Q1619;358680;173359;30/04/2024;Securitizado
L33X;Q1620;357933;173362;30/04/2024;Securitizado
L33X;Q1621;357933;172136;30/04/2024;Securitizado A/F
L33X;Q1701;269464;126995;30/04/2024;Em Dia
L33X;Q1702;269464;126996;30/04/2024;Em Dia
L33X;Q501;348819;166398;30/04/2024;Em Dia
L33X;Q510;347255;165297;30/04/2024;Em Dia
L33X;Q511;361327;166130;30/04/2024;Em Dia
L33X;Q512;348819;166397;30/04/2024;Em Dia
L33X;Q605;347063;170392;30/04/2024;Em Dia
L33X;Q606;347063;170393;30/04/2024;Em Dia
L33X;Q608;347063;170391;30/04/2024;Em Dia
L33X;Q609;350776;167588;30/04/2024;Em Dia
L33X;Q610;350776;167589;30/04/2024;Em Dia
L33X;Q802;349023;179394;30/04/2024;Preventivo
L36X;A03;336024;156168;30/04/2024;Exclusão
L36X;A09;426022;182222;30/04/2024;Em Dia
L36X;A14;358864;172701;30/04/2024;Securitizado
L36X;AA02;360670;173829;30/04/2024;Amigavel
L36X;AB14;426094;182343;30/04/2024;Amigavel
L36X;AB18;426254;182369;30/04/2024;Em Dia
L36X;AF02;426294;182381;30/04/2024;Em Dia
L36X;C02;426258;182383;30/04/2024;Em Dia
L36X;C07;313734;137660;30/04/2024;Em Dia
L36X;C08;426074;182258;30/04/2024;Em Dia
L36X;C21;426090;182306;30/04/2024;Em Dia
L36X;D12;426034;182302;30/04/2024;AF
L36X;D14;358864;172731;30/04/2024;Securitizado
L36X;F16;206752;55762;30/04/2024;Liminar
L36X;G02;426020;182264;30/04/2024;Em Dia
L36X;H07;206752;55319;30/04/2024;Liminar
L36X;H08;206752;55322;30/04/2024;Liminar
L36X;H11;346289;164503;30/04/2024;AF
L36X;J16;387459;176214;30/04/2024;Em Dia
L36X;M02;426020;182296;30/04/2024;Em Dia
L36X;M10;206752;57818;30/04/2024;Liminar
L36X;M16;360809;174688;30/04/2024;Securitizado
L36X;M24;357090;171275;30/04/2024;Exclusão
L36X;P21;346334;164524;30/04/2024;Securitizado A/F
L36X;Q05;389080;177414;30/04/2024;Amigavel
L36X;Q18;429639;183910;30/04/2024;Amigavel
L36X;Q20;218794;64189;30/04/2024;Amigavel
L36X;S03;359067;172673;30/04/2024;Em Dia
L36X;S05;389053;176888;30/04/2024;Securitizado
L36X;S09;389079;177201;30/04/2024;Em Dia
L36X;T06;387535;176213;30/04/2024;Em Dia
L36X;U06;426134;182405;30/04/2024;Em Dia
L36X;V06;426208;182341;30/04/2024;Em Dia
L36X;X03;311321;135601;30/04/2024;Em Dia
L36X;X12;357267;171509;30/04/2024;Securitizado
L36X;Y01;280155;81685;30/04/2024;Securitizado
L36X;Y08;221344;66057;30/04/2024;Amigavel
L36X;Y11;353823;170214;30/04/2024;Mediacao
L36X;Y13;357871;172214;30/04/2024;Securitizado
L36X;Z17;242511;81622;30/04/2024;Liminar
L412;A07;279908;110882;30/04/2024;Em Dia
L412;B01;423601;181395;30/04/2024;Amigavel
L412;C0506;362093;181660;30/04/2024;Em Dia
L42X;160271;347839;165727;30/04/2024;Em Dia
L42X;160292;62990;165852;30/04/2024;Em Dia
L42X;160312;62610;165869;30/04/2024;Exclusão
L42X;160436;347600;167476;30/04/2024;Em Dia
L42X;220020;188491;169957;30/04/2024;Em Dia
L42X;220041;62783;170081;30/04/2024;Securitizado
L42X;220127;354073;169813;30/04/2024;Em Dia
L42X;220968;315127;138852;30/04/2024;AF
L42X;220983;356640;170994;30/04/2024;Em Dia
L42X;250091;391191;178693;30/04/2024;Em Dia
L42X;250169;390076;163182;30/04/2024;Em Dia
L42X;250320;349293;166747;30/04/2024;Em Dia
L42X;250483;337758;157579;30/04/2024;Em Dia
L42X;260013;356646;170980;30/04/2024;Em Dia
L42X;260027;356375;170940;30/04/2024;Em Dia
L42X;270013;391880;177192;30/04/2024;Em Dia
L42X;270028;391881;177164;30/04/2024;Em Dia
L42X;270103;355013;175369;30/04/2024;Securitizado A/F
L42X;300113;344892;131070;30/04/2024;AF
L42X;320079;345102;163596;30/04/2024;Em Dia
L42X;330112;346678;165011;30/04/2024;Exclusão
L42X;330140;317184;140563;30/04/2024;Exclusão
L42X;330217;406519;164350;30/04/2024;Preventivo
L42X;330289;354389;169964;30/04/2024;Securitizado
L42X;330343;347875;179907;30/04/2024;Em Dia
L42X;330409;305561;130861;30/04/2024;Em Dia
L42X;340102;319702;142632;30/04/2024;AF
L42X;340264;324479;146602;30/04/2024;AF
L42X;350102;186189;139064;30/04/2024;Exclusão
L42X;350147;345364;163804;30/04/2024;Exclusão
L42X;350292;356228;170819;30/04/2024;Amigavel
L42X;350307;186216;40327;30/04/2024;Liminar
L42X;360012;333953;154470;30/04/2024;Preventivo
L42X;360289;346240;164701;30/04/2024;Preventivo
L42X;370012;424262;172124;30/04/2024;Em Dia
L42X;370039;312520;136611;30/04/2024;AF
L42X;370094;305658;130942;30/04/2024;AF
L42X;370135;347875;179859;30/04/2024;Em Dia
L42X;370300;355181;163598;30/04/2024;Em Dia
L42X;370313;322353;144829;30/04/2024;Securitizado A/F
L42X;370394;317210;140581;30/04/2024;AF
L42X;390054;316974;140401;30/04/2024;Securitizado A/F
L42X;390151;345364;163968;30/04/2024;Exclusão
L42X;390279;346227;164458;30/04/2024;AF
L42X;410069;406377;166473;30/04/2024;Preventivo
L42X;420421;346073;164327;30/04/2024;Preventivo
L42X;420462;356411;170900;30/04/2024;Preventivo
L42X;420476;346388;164557;30/04/2024;Em Dia
L42X;420522;326998;148600;30/04/2024;Em Dia
L42X;440274;352866;169036;30/04/2024;Securitizado A/F
L42X;440300;355560;170569;30/04/2024;Liminar
L42X;440327;345102;163688;30/04/2024;Em Dia
L42X;440340;345115;163615;30/04/2024;Em Dia
L42X;450073;345109;163611;30/04/2024;Em Dia
L42X;450330;359007;172736;30/04/2024;Em Dia
L42X;450358;357223;171431;30/04/2024;Amigavel
L42X;460012;424262;174191;30/04/2024;Preventivo
L42X;460040;358683;172559;30/04/2024;Em Dia
L42X;460235;188493;41840;30/04/2024;Securitizado
L42X;460475;354392;169946;30/04/2024;Em Dia
L42X;470014;307785;132691;30/04/2024;Liminar
L42X;470029;307785;132692;30/04/2024;Liminar
L42X;470058;272480;163604;30/04/2024;Em Dia
L42X;470073;272480;163603;30/04/2024;Em Dia
L42X;470087;346126;164364;30/04/2024;Preventivo
L42X;480271;346679;164781;30/04/2024;Em Dia
L42X;480312;346177;164402;30/04/2024;Securitizado A/F
L42X;480366;346480;164617;30/04/2024;Em Dia
L42X;480380;405917;164588;30/04/2024;Em Dia
L42X;480394;346224;164453;30/04/2024;Em Dia
L42X;480422;390657;179584;30/04/2024;Preventivo
L42X;490216;357245;171432;30/04/2024;Mediacao
L42X;490299;355181;164638;30/04/2024;Em Dia
L42X;500309;346758;164954;30/04/2024;Em Dia
L42X;510287;346525;164660;30/04/2024;AF
L42X;520045;356459;170899;30/04/2024;Em Dia
L42X;520103;346661;164957;30/04/2024;AF
L42X;520179;389969;176862;30/04/2024;Securitizado A/F
L42X;520309;345107;163606;30/04/2024;AF
L42X;520405;390013;176876;30/04/2024;AF
L42X;530027;347231;165277;30/04/2024;Preventivo
L42X;530202;272480;163600;30/04/2024;Em Dia
L42X;530244;346638;164977;30/04/2024;Em Dia
L42X;530299;346804;164982;30/04/2024;Em Dia
L42X;530393;355012;170379;30/04/2024;Em Dia
L42X;540047;406883;164908;30/04/2024;Em Dia
L42X;540116;347597;165545;30/04/2024;Em Dia
L42X;540299;346823;164998;30/04/2024;Em Dia
L42X;540326;346690;164964;30/04/2024;Em Dia
L42X;540406;272480;163605;30/04/2024;Em Dia
L42X;550032;346524;164655;30/04/2024;Em Dia
L42X;550111;345036;163544;30/04/2024;Em Dia
L42X;550128;345036;163545;30/04/2024;Em Dia
L42X;550201;345036;164214;30/04/2024;Em Dia
L42X;550260;403635;165247;30/04/2024;Em Dia
L42X;550290;346766;164936;30/04/2024;Liminar
L42X;560062;391061;165000;30/04/2024;AF
L42X;560226;356639;165032;30/04/2024;Em Dia
L42X;570058;390014;176848;30/04/2024;Securitizado A/F
L42X;570106;390105;176911;30/04/2024;Liminar
L42X;570312;390039;176814;30/04/2024;AF
L42X;570326;390011;176794;30/04/2024;Liminar
L42X;570339;390011;176890;30/04/2024;Liminar
L42X;570353;390011;176889;30/04/2024;Liminar
L42X;570366;390011;176795;30/04/2024;Liminar
L42X;580034;346792;164974;30/04/2024;Em Dia
L42X;580079;359171;164966;30/04/2024;Exclusão
L42X;590251;361893;174312;30/04/2024;Securitizado
L42X;600046;346800;164979;30/04/2024;Em Dia
L42X;600152;354223;169910;30/04/2024;Em Dia
L42X;610070;346364;164542;30/04/2024;Em Dia
L42X;610358;347710;165639;30/04/2024;AF
L42X;630026;346880;165036;30/04/2024;Securitizado A/F
L42X;630070;346932;165071;30/04/2024;Em Dia
L42X;630085;413887;169950;30/04/2024;Em Dia
L42X;630254;344892;165019;30/04/2024;AF
L42X;640045;346853;165017;30/04/2024;Em Dia
L42X;640059;346946;165080;30/04/2024;Securitizado A/F
L42X;640211;346502;164634;30/04/2024;AF
L42X;640349;186467;165547;30/04/2024;Em Dia
L58X;C0306;275858;89870;30/04/2024;Amigavel
L58X;C0307;275858;88321;30/04/2024;Amigavel
L58X;J17;423860;181419;30/04/2024;Em Dia
L58X;R03;206433;55082;30/04/2024;Liminar
L592;BB14;347466;165465;30/04/2024;Securitizado
L592;IB24;336272;89853;30/04/2024;Liminar
L592;LB10;250665;88079;30/04/2024;Liminar
L592;MB01;320378;87517;30/04/2024;Em Dia
L592;OB03;250585;87967;30/04/2024;Amigavel
L592;OB06;344942;163480;30/04/2024;Em Dia
L592;RB09;407925;179736;30/04/2024;Em Dia
L592;UB10;328862;150147;30/04/2024;Em Dia
L72L;12;349819;167063;30/04/2024;Em Dia
L72L;15;346725;164913;30/04/2024;Mediacao
L72L;18;80425;163761;30/04/2024;Em Dia
L72L;19;324181;146365;30/04/2024;Amigavel
L72L;20;344681;163302;30/04/2024;Mediacao
L72L;3;325777;147614;30/04/2024;Em Dia
L72L;4;325777;157606;30/04/2024;Em Dia
L74X;O01;431708;56517;30/04/2024;Em Dia
L74X;Q20;430602;183912;30/04/2024;Preventivo
L74X;T08;278447;109718;30/04/2024;Em Dia
L74X;X35;403249;181525;30/04/2024;Em Dia
L74X;Z02;343369;163346;30/04/2024;AF
L74X;Z50;403462;181520;30/04/2024;Amigavel
L84X;A1006;190441;127635;30/04/2024;Liminar
L84X;A1012;274978;127766;30/04/2024;AF
L84X;A1014;351592;171067;30/04/2024;Exclusão
L84X;A1023;423667;181349;30/04/2024;Amigavel
L84X;A1029;355254;176714;30/04/2024;Securitizado A/F
L84X;A109;407509;179530;30/04/2024;Amigavel
L84X;A1104;387672;176308;30/04/2024;Securitizado
L84X;A1109;389978;176800;30/04/2024;Securitizado A/F
L84X;A1112;348167;127620;30/04/2024;Preventivo
L84X;A1113;348170;127619;30/04/2024;Securitizado A/F
L84X;A1116;282009;129325;30/04/2024;AF
L84X;A1125;423796;181404;30/04/2024;Em Dia
L84X;A116;358926;172651;30/04/2024;Securitizado
L84X;A1207;273928;127622;30/04/2024;AF
L84X;A1213;349788;180066;30/04/2024;Securitizado
L84X;A121;357008;182052;30/04/2024;Em Dia
L84X;A1215;205002;53838;30/04/2024;Securitizado
L84X;A1218;327536;180187;30/04/2024;Em Dia
L84X;A1219;362911;174701;30/04/2024;Em Dia
L84X;A1307;360957;177471;30/04/2024;Securitizado A/F
L84X;A1308;403155;177550;30/04/2024;Em Dia
L84X;A1311;276451;127631;30/04/2024;Liminar
L84X;A1326;349885;167100;30/04/2024;Em Dia
L84X;A1402;348928;166465;30/04/2024;Securitizado A/F
L84X;A1404;282645;128914;30/04/2024;AF
L84X;A1408;289019;127630;30/04/2024;Em Dia
L84X;A201;357139;171254;30/04/2024;Exclusão
L84X;A202;424277;181693;30/04/2024;Em Dia
L84X;A203;359141;172766;30/04/2024;Securitizado
L84X;A207;363673;179871;30/04/2024;Securitizado
L84X;A209;429418;183420;30/04/2024;Em Dia
L84X;A210;359057;172730;30/04/2024;Securitizado
L84X;A216;354248;169877;30/04/2024;Securitizado
L84X;A308;412040;180629;30/04/2024;Amigavel
L84X;A317;348177;127617;30/04/2024;Preventivo
L84X;A324;423687;181408;30/04/2024;Em Dia
L84X;A405;360142;173251;30/04/2024;Securitizado
L84X;A410;350328;167260;30/04/2024;Securitizado A/F
L84X;A411;424123;181659;30/04/2024;Em Dia
L84X;A424;404328;178176;30/04/2024;Em Dia
L84X;A522;408421;179926;30/04/2024;Em Dia
L84X;A601;351512;168100;30/04/2024;Securitizado A/F
L84X;A602;351512;168099;30/04/2024;Securitizado A/F
L84X;A606;355254;178883;30/04/2024;AF
L84X;A615;355254;179817;30/04/2024;AF
L84X;A617;424338;181739;30/04/2024;Amigavel
L84X;A619;355476;170663;30/04/2024;Securitizado A/F
L84X;A705;355164;170448;30/04/2024;Securitizado
L84X;A712;406280;178852;30/04/2024;Em Dia
L84X;A716;431713;184243;30/04/2024;Em Dia
L84X;A722;423686;181409;30/04/2024;Em Dia
L84X;A811;275980;131235;30/04/2024;AF
L84X;A832;354821;170271;30/04/2024;Securitizado A/F
L84X;A911;291089;128902;30/04/2024;Exclusão
L84X;A928;274503;128908;30/04/2024;Liminar
L902;A03;337833;157630;30/04/2024;AF
L902;A14;359516;173146;30/04/2024;Amigavel
L902;A17;256424;92689;30/04/2024;Em Dia
L902;B06;342764;161655;30/04/2024;Em Dia
L902;B07;342764;161651;30/04/2024;Em Dia
L902;C0101;335499;182478;30/04/2024;Amigavel
L902;C0102;335499;182477;30/04/2024;Amigavel
L902;C0103;335499;182476;30/04/2024;Amigavel
L902;C0104;335499;182480;30/04/2024;Amigavel
L902;C0105;335499;182479;30/04/2024;Amigavel
L902;C0106;427662;183301;30/04/2024;Amigavel
L902;C0109;248648;182311;30/04/2024;Em Dia
L902;C0110;425996;182240;30/04/2024;Em Dia
L902;C0111;248648;182293;30/04/2024;Em Dia
L902;C0112;425996;182241;30/04/2024;Em Dia
L902;C0115;220884;181971;30/04/2024;Em Dia
L902;C0116;220884;182443;30/04/2024;Preventivo
L902;C0119;354888;181554;30/04/2024;Amigavel
L902;C0201;431664;184209;30/04/2024;Em Dia
L902;D11;358248;172329;30/04/2024;Liminar
L902;D16;407560;179501;30/04/2024;Em Dia
L902;D32;347899;165769;30/04/2024;AF
L902;E11;403418;177684;30/04/2024;Em Dia
L902;E32;403417;177622;30/04/2024;AF
L902;F20;391248;177037;30/04/2024;Em Dia
L902;F22;425975;182285;30/04/2024;Em Dia
L902;G15;220965;65660;30/04/2024;Exclusão
L902;G17;220965;65661;30/04/2024;Exclusão
L902;G18;220965;65662;30/04/2024;Exclusão
L902;G24;335499;155722;30/04/2024;Securitizado A/F
L902;G28;408065;181982;30/04/2024;Em Dia
L902;G29;406629;178960;30/04/2024;Em Dia
L902;H12;406702;179069;30/04/2024;Em Dia
L902;H20;268431;148609;30/04/2024;Liminar
L902;I02;359207;172822;30/04/2024;Em Dia
L902;J08;424185;181972;30/04/2024;Em Dia
L902;J12;424081;181623;30/04/2024;Em Dia
L902;J13;424087;181597;30/04/2024;Em Dia
L902;J23;424194;181658;30/04/2024;Em Dia
L902;J25;406824;179095;30/04/2024;Securitizado A/F
L902;J38;358078;172161;30/04/2024;Amigavel
L902;K02;424016;181548;30/04/2024;Em Dia
L902;K03;403181;177520;30/04/2024;Em Dia
L902;K05;424009;181601;30/04/2024;Em Dia
L902;K08;424162;181626;30/04/2024;Em Dia
L902;K09;407801;179898;30/04/2024;Amigavel
L902;L06;424053;181600;30/04/2024;Em Dia
L902;L16;406493;178875;30/04/2024;Securitizado A/F
L902;M14;430747;184052;30/04/2024;Em Dia
L902;M15;426837;182762;30/04/2024;Em Dia
L902;N01;406842;183919;30/04/2024;Em Dia
L902;N02;406842;183918;30/04/2024;Em Dia
L902;N03;406702;179068;30/04/2024;Em Dia
L902;N12;406842;179086;30/04/2024;Em Dia
L902;N13;406842;179087;30/04/2024;Em Dia
L902;N21;358886;181545;30/04/2024;Liminar
L902;N23;423996;184331;30/04/2024;Preventivo
L902;N24;408340;179905;30/04/2024;Em Dia
L902;N25;423926;181535;30/04/2024;Em Dia
L902;N34;431816;184298;30/04/2024;Em Dia
L902;O01;430512;183917;30/04/2024;Em Dia
L902;O21;360129;173336;30/04/2024;Amigavel
L902;O25;423784;181351;30/04/2024;Em Dia
L902;P01;332380;153141;30/04/2024;Liminar
L902;P12;426060;182242;30/04/2024;Em Dia
L902;P13;61954;182415;30/04/2024;Amigavel
L902;P14;426152;182303;30/04/2024;Amigavel
L91X;A105;429552;117719;30/04/2024;Em Dia
L91X;A109;180860;176445;30/04/2024;Em Dia
L91X;A110;298711;125054;30/04/2024;Amigavel
L91X;A124;430718;183982;30/04/2024;Preventivo
L91X;C03;259066;95085;30/04/2024;Securitizado
L91X;D36;407724;129567;30/04/2024;Em Dia
L91X;D39;306635;131749;30/04/2024;Em Dia
L91X;G18;426528;106043;30/04/2024;Em Dia
L91X;H20;270774;103876;30/04/2024;Amigavel
L91X;I10;351232;161481;30/04/2024;Em Dia
L91X;I12;343494;162238;30/04/2024;AF
L91X;I14;325782;147617;30/04/2024;Amigavel
L91X;I15;316814;140267;30/04/2024;AF
L91X;K05;307053;132119;30/04/2024;AF
L91X;K11;317127;140519;30/04/2024;Em Dia
L992;A02;203318;176487;30/04/2024;Exclusão
L992;AA01;426617;182582;30/04/2024;Em Dia
L992;AA02;203318;176485;30/04/2024;Exclusão
L992;AA03;426353;182423;30/04/2024;Em Dia
L992;AA04;203318;176486;30/04/2024;Exclusão
L992;AA07;426135;182292;30/04/2024;Em Dia
L992;AA12;426721;182643;30/04/2024;Em Dia
L992;AA15;337326;157207;30/04/2024;Liminar
L992;AA16;337326;157208;30/04/2024;Liminar
L992;AA19;203318;176540;30/04/2024;Exclusão
L992;AA23;426020;182516;30/04/2024;Em Dia
L992;AB01;354161;170197;30/04/2024;AF
L992;AB03;426611;182603;30/04/2024;Em Dia
L992;AB04;203318;178366;30/04/2024;Exclusão
L992;AB05;203318;178364;30/04/2024;Exclusão
L992;AB06;203318;176511;30/04/2024;Exclusão
L992;AB07;429554;183617;30/04/2024;Em Dia
L992;AB08;426614;182589;30/04/2024;Em Dia
L992;AB09;203318;176512;30/04/2024;Exclusão
L992;AB12;426338;182452;30/04/2024;Em Dia
L992;AB13;426646;182648;30/04/2024;Em Dia
L992;AB14;426646;182647;30/04/2024;Em Dia
L992;AB15;426644;182624;30/04/2024;Em Dia
L992;AB16;426643;182607;30/04/2024;Em Dia
L992;AC05;206731;94731;30/04/2024;Liminar
L992;AC07;426309;182581;30/04/2024;Em Dia
L992;AC10;426353;182449;30/04/2024;Em Dia
L992;AC12;203318;178367;30/04/2024;Exclusão
L992;AC14;426621;182633;30/04/2024;Em Dia
L992;AC16;347951;165804;30/04/2024;Liminar
L992;AC18;430362;183856;30/04/2024;Em Dia
L992;AC23;203318;176516;30/04/2024;Exclusão
L992;AC24;203318;178352;30/04/2024;Exclusão
L992;AC28;426982;182734;30/04/2024;Em Dia
L992;AC29;426615;182640;30/04/2024;Em Dia
L992;AC30;426615;182645;30/04/2024;Em Dia
L992;AC31;426616;182761;30/04/2024;Amigavel
L992;AD03;348967;166500;30/04/2024;Em Dia
L992;AD06;343350;162122;30/04/2024;Liminar
L992;AD07;203318;178360;30/04/2024;Exclusão
L992;AD08;203318;176514;30/04/2024;Exclusão
L992;AD11;330411;151468;30/04/2024;Mediacao
L992;B04;324485;147370;30/04/2024;Amigavel
L992;B10;260518;95951;30/04/2024;Amigavel
L992;C0101;203318;176488;30/04/2024;Exclusão
L992;C0102;203318;176482;30/04/2024;Exclusão
L992;C0103;203318;176483;30/04/2024;Exclusão
L992;C0105;203318;176550;30/04/2024;Exclusão
L992;C0106;203318;176475;30/04/2024;Exclusão
L992;C0107;203318;176476;30/04/2024;Exclusão
L992;C01;203318;176477;30/04/2024;Exclusão
L992;C05;203318;176521;30/04/2024;Exclusão
L992;C06;203318;176501;30/04/2024;Exclusão
L992;C08;426258;182444;30/04/2024;Em Dia
L992;C10;316837;182442;30/04/2024;Em Dia
L992;C13;258985;94780;30/04/2024;Amigavel
L992;C15;258884;94690;30/04/2024;Securitizado
L992;D01;203318;176490;30/04/2024;Exclusão
L992;D02;203318;176522;30/04/2024;Exclusão
L992;D05;426294;182583;30/04/2024;Em Dia
L992;D06;203318;176502;30/04/2024;Exclusão
L992;D07;203318;176524;30/04/2024;Exclusão
L992;D09;203318;176548;30/04/2024;Exclusão
L992;D10;203318;176549;30/04/2024;Exclusão
L992;D16;203318;176493;30/04/2024;Exclusão
L992;E03;311369;135642;30/04/2024;Securitizado
L992;E04;330806;151775;30/04/2024;Em Dia
L992;E05;203318;176526;30/04/2024;Exclusão
L992;E06;314870;138615;30/04/2024;Securitizado
L992;E07;203318;176527;30/04/2024;Exclusão
L992;E10;426431;182412;30/04/2024;Em Dia
L992;E13;203318;178348;30/04/2024;Exclusão
L992;E15;203318;176489;30/04/2024;Exclusão
L992;E16;348137;165932;30/04/2024;Liminar
L992;E18;203318;176494;30/04/2024;Exclusão
L992;E19;203318;176496;30/04/2024;Exclusão
L992;E20;203318;176528;30/04/2024;Exclusão
L992;E21;203318;176497;30/04/2024;Exclusão
L992;E23;203318;176520;30/04/2024;Exclusão
L992;E24;203318;176472;30/04/2024;Exclusão
L992;F01;203318;176480;30/04/2024;Exclusão
L992;F02;203318;176499;30/04/2024;Exclusão
L992;F03;203318;176498;30/04/2024;Exclusão
L992;F04;203318;176519;30/04/2024;Exclusão
L992;F05;203318;176495;30/04/2024;Exclusão
L992;F06;203318;176491;30/04/2024;Exclusão
L992;F07;426983;182744;30/04/2024;Em Dia
L992;F08;203318;176547;30/04/2024;Exclusão
L992;F09;203318;176479;30/04/2024;Exclusão
L992;F10;203318;178350;30/04/2024;Exclusão
L992;F14;426137;182637;30/04/2024;Em Dia
L992;G01;203318;176478;30/04/2024;Exclusão
L992;G02;278528;109775;30/04/2024;Mediacao
L992;G03;426311;182422;30/04/2024;Amigavel
L992;G04;427624;183453;30/04/2024;Em Dia
L992;G06;344896;163450;30/04/2024;Securitizado A/F
L992;G11;344904;163454;30/04/2024;Em Dia
L992;G12;330620;151630;30/04/2024;Liminar
L992;G13;330620;151631;30/04/2024;Liminar
L992;G14;203318;176481;30/04/2024;Exclusão
L992;G16;279841;122590;30/04/2024;Em Dia
L992;G17;344798;163413;30/04/2024;Liminar
L992;H01;203318;178353;30/04/2024;Exclusão
L992;H02;429618;183680;30/04/2024;Amigavel
L992;H03;106521;156923;30/04/2024;AF
L992;H07;203318;176508;30/04/2024;Exclusão
L992;H19;426124;182308;30/04/2024;Em Dia
L992;H20;426257;182367;30/04/2024;Em Dia
L992;H21;426063;182251;30/04/2024;Em Dia
L992;H22;426138;182298;30/04/2024;Em Dia
L992;I03;203318;176536;30/04/2024;Exclusão
L992;I04;203318;176538;30/04/2024;Exclusão
L992;I05;350080;167068;30/04/2024;Securitizado
L992;I11;203318;176544;30/04/2024;Exclusão
L992;I14;203318;178351;30/04/2024;Exclusão
L992;I15;203318;178343;30/04/2024;Exclusão
L992;I16;426381;182417;30/04/2024;Em Dia
L992;I17;426113;182451;30/04/2024;Em Dia
L992;I25;203318;178363;30/04/2024;Exclusão
L992;I26;203318;178365;30/04/2024;Exclusão
L992;J01;203318;178356;30/04/2024;Exclusão
L992;J02;425963;182342;30/04/2024;AF
L992;J03;426252;182421;30/04/2024;Em Dia
L992;J04;345147;163647;30/04/2024;Em Dia
L992;J05;345721;164067;30/04/2024;AF
L992;J06;426986;182732;30/04/2024;Em Dia
L992;J08;347265;165319;30/04/2024;Liminar
L992;J15;426719;182627;30/04/2024;Em Dia
L992;J18;426379;182461;30/04/2024;Em Dia
L992;J22;351793;168117;30/04/2024;Exclusão
L992;K03;203318;178355;30/04/2024;Exclusão
L992;K05;426617;182588;30/04/2024;Em Dia
L992;K06;321775;144340;30/04/2024;Liminar
L992;K07;203318;176509;30/04/2024;Exclusão
L992;K10;203318;176510;30/04/2024;Exclusão
L992;K11;345427;163844;30/04/2024;Liminar
L992;K12;426993;182746;30/04/2024;Amigavel
L992;K14;426617;182710;30/04/2024;Em Dia
L992;K15;345151;163650;30/04/2024;Em Dia
L992;K16;426523;182538;30/04/2024;Em Dia
L992;L07;344949;163484;30/04/2024;Em Dia
L992;L08;345329;163845;30/04/2024;AF
L992;L09;203318;176515;30/04/2024;Exclusão
L992;L10;344210;162868;30/04/2024;AF
L992;L11;426537;182561;30/04/2024;Em Dia
L992;L13;259129;94882;30/04/2024;Em Dia
L992;L16;330243;151284;30/04/2024;Liminar
L992;L17;426355;182445;30/04/2024;AF
L992;M01;83592;109767;30/04/2024;Liminar
L992;M03;203318;176529;30/04/2024;Exclusão
L992;M04;426441;182492;30/04/2024;Em Dia
L992;M05;258893;94699;30/04/2024;Exclusão
L992;M07;262838;97855;30/04/2024;Securitizado
L992;M11;203318;176530;30/04/2024;Exclusão
L992;M13;203318;176532;30/04/2024;Exclusão
L992;M14;311336;135612;30/04/2024;Em Dia
L992;M20;203318;178347;30/04/2024;Exclusão
L992;M21;262838;97856;30/04/2024;Securitizado
L992;M23;426593;182644;30/04/2024;Em Dia
L992;M25;203318;176513;30/04/2024;Exclusão
L992;M26;203318;176630;30/04/2024;Exclusão
L992;M27;203318;176517;30/04/2024;Exclusão
L992;N01;203318;176474;30/04/2024;Exclusão
L992;N02;203318;178346;30/04/2024;Exclusão
L992;N04;258871;94685;30/04/2024;Liminar
L992;N11;203318;176473;30/04/2024;Exclusão
L992;N13;426372;182416;30/04/2024;Em Dia
L992;N14;426383;182448;30/04/2024;Em Dia
L992;N16;258900;94707;30/04/2024;Preventivo
L992;N17;258865;94677;30/04/2024;Exclusão
L992;N21;426385;182418;30/04/2024;Em Dia
L992;O04;203318;176492;30/04/2024;Exclusão
L992;O05;203318;176523;30/04/2024;Exclusão
L992;O06;203318;176545;30/04/2024;Exclusão
L992;O08;284307;113893;30/04/2024;Liminar
L992;O15;426985;182760;30/04/2024;Amigavel
L992;O16;426985;182759;30/04/2024;AF
L992;O18;426556;182562;30/04/2024;Em Dia
L992;O21;203318;178344;30/04/2024;Exclusão
L992;O22;50970;182411;30/04/2024;Em Dia
L992;O23;426120;182300;30/04/2024;Em Dia
L992;O24;426441;182527;30/04/2024;Em Dia
L992;O25;426051;182384;30/04/2024;Em Dia
L992;O26;203318;178345;30/04/2024;Exclusão
L992;O27;203318;178354;30/04/2024;Exclusão
L992;P04;203318;176531;30/04/2024;Exclusão
L992;P05;203318;176500;30/04/2024;Exclusão
L992;P06;203318;178357;30/04/2024;Exclusão
L992;P08;345752;164092;30/04/2024;Liminar
L992;P12;203318;176533;30/04/2024;Exclusão
L992;P13;344895;163449;30/04/2024;Liminar
L992;P20;203318;176535;30/04/2024;Exclusão
L992;P21;426642;182646;30/04/2024;Em Dia
L992;P26;344792;163411;30/04/2024;Liminar
L992;P27;348777;166375;30/04/2024;Mediacao
L992;P28;426557;182547;30/04/2024;Em Dia
L992;P30;203318;178358;30/04/2024;Exclusão
L992;Q01;426722;182639;30/04/2024;Em Dia
L992;Q03;203318;176534;30/04/2024;Exclusão
