Divisão;Unidade;Código Cliente;Projeto Financeiro;Mês base;Status Cobrança
KD82;R21;407639;179547;30/04/2024;Pago / Em dia
KD82;R20;407639;179548;30/04/2024;Pago / Em dia
KD82;D15;407642;179578;30/04/2024;Pago / Em dia
KD82;D01;407642;179579;30/04/2024;Pago / Em dia
KF22;H202;407667;179566;30/04/2024;Não atende
M632;Q1013;407675;179567;30/04/2024;Financiamento - Em Tratativa
KD82;R15;407686;179557;30/04/2024;Promessa de pagamento
KZ22;EA202;407691;179565;30/04/2024;Pago / Em dia
KF22;L223;407694;179564;30/04/2024;Pago / Em dia
KT82;TA207;42593;179583;30/04/2024;Não atende
LA62;Q0403;408209;179854;30/04/2024;Pago / Em dia
LA62;Q0404;408209;179890;30/04/2024;Pago / Em dia
LA62;Q1112;408212;179888;30/04/2024;Direcionado ao SAC - Duvidas
LA62;Q0629;408229;179874;30/04/2024;Pago / Em dia
LA62;Q0807;408231;179947;30/04/2024;Não atende
LA62;Q0709;408234;179958;30/04/2024;Não atende
LA62;Q1404;408236;179847;30/04/2024;Pago / Em dia
LA62;Q1013;408239;180024;30/04/2024;Promessa de pagamento
LA62;Q1308;408240;179957;30/04/2024;Não atende
LA62;Q1121;408246;179869;30/04/2024;Pago / Em dia
LA62;Q1014;408257;179849;30/04/2024;Não atende
LA62;Q1205;408265;179899;30/04/2024;Pago / Em dia
LA62;Q1120;408268;179939;30/04/2024;Não atende
LA62;Q0914;408272;179876;30/04/2024;Pago / Em dia
LA62;Q0511;408273;179867;30/04/2024;Alega pagamento
LA62;Q1514;408275;179940;30/04/2024;Promessa de pagamento
LA62;Q0109;408277;179852;30/04/2024;Proposta em Análise Gerencial
LA62;Q1501;408282;179860;30/04/2024;Promessa de pagamento
KE82;Q0712;408630;180029;30/04/2024;Pago / Em dia
KE82;Q0711;408630;180031;30/04/2024;Pago / Em dia
KE82;Q0403;408664;179912;30/04/2024;Promessa de pagamento
KE82;Q0622;408664;179911;30/04/2024;Promessa de pagamento
KE82;Q0225;408669;180001;30/04/2024;Pago / Em dia
KE82;Q0128;408704;180028;30/04/2024;Pago / Em dia
KE82;Q1206;408748;179952;30/04/2024;Direcionado ao SAC - Duvidas
KE82;Q0224;408750;180026;30/04/2024;Alega pagamento
KE82;Q0210;408752;179930;30/04/2024;Pago / Em dia
KE82;Q0122;408756;180009;30/04/2024;Pago / Em dia
KE82;Q0120;408815;179901;30/04/2024;Financiamento - Sem interesse
KE82;Q1022;408871;179908;30/04/2024;Alega pagamento
KE82;Q0207;409008;179960;30/04/2024;Promessa de pagamento
KQ12;R10;408104;180195;30/04/2024;Não atende
LA62;Q0411;408161;180448;30/04/2024;Promessa de pagamento
LA62;Q0412;408161;180447;30/04/2024;Promessa de pagamento
KD82;E09;408162;180129;30/04/2024;Financiamento - Em Tratativa
LA62;Q0702;408193;180068;30/04/2024;Sem acordo
KE82;Q1331;408601;180136;30/04/2024;Pago / Em dia
KE82;Q1126;408604;180067;30/04/2024;Pago / Em dia
KE82;Q1013;408633;180347;30/04/2024;Pago / Em dia
KE82;Q1312;408651;180113;30/04/2024;Pago / Em dia
KE82;Q1127;408672;180105;30/04/2024;Pago / Em dia
KE82;Q1128;408672;180104;30/04/2024;Pago / Em dia
KE82;Q0736;408707;180255;30/04/2024;Alega pagamento
KE82;Q0818;408711;180256;30/04/2024;Pago / Em dia
KE82;Q1322;408724;180396;30/04/2024;Não atende
KE82;Q0831;408767;180267;30/04/2024;Pago / Em dia
KE82;Q0830;408767;180269;30/04/2024;Pago / Em dia
KE82;Q0819;408770;180377;30/04/2024;Não atende/Enviado whatsapp
KE82;Q0617;408779;180186;30/04/2024;Alega pagamento
KE82;Q0414;408843;180379;30/04/2024;Pago / Em dia
KE82;Q0415;408843;180325;30/04/2024;Promessa de pagamento
KE82;Q0402;408858;180371;30/04/2024;Pago / Em dia
KE82;Q1516;408860;180386;30/04/2024;Retorno
KE82;Q1007;408868;180099;30/04/2024;Promessa de pagamento
KE82;Q0106;408948;180285;30/04/2024;Não atende
KE82;Q0618;408948;180308;30/04/2024;Não atende
KE82;Q1125;408951;180363;30/04/2024;Não atende
KE82;Q1201;408972;180174;30/04/2024;Preventivo de Acordo/Promessa
KE82;Q0836;408972;180178;30/04/2024;Preventivo de Acordo/Promessa
KE82;Q1319;408972;180175;30/04/2024;Pago / Em dia
KE82;Q1106;409162;180382;30/04/2024;Promessa de pagamento
KE82;Q0421;409198;180390;30/04/2024;Promessa de pagamento
KE82;Q0810;409212;180397;30/04/2024;Promessa de pagamento
KF22;M227;409213;180418;30/04/2024;Financiamento - Em Tratativa
KE82;Q0117;409223;180407;30/04/2024;Pago / Em dia
K19X;S31;409230;180411;30/04/2024;Financiamento - Sem interesse
KT82;TA206;409235;180394;30/04/2024;Pago / Em dia
KT82;TA205;409240;180471;30/04/2024;Promessa de pagamento
KD82;N09;409243;180425;30/04/2024;Não atende
KT82;RA205;409260;180474;30/04/2024;Pago / Em dia
KD82;M20;409299;180459;30/04/2024;Pago / Em dia
KT82;OA207;409302;180458;30/04/2024;Direcionado ao SAC - Duvidas
KJ32;L101;409386;180435;30/04/2024;Financiamento - Em Tratativa
KJ32;ZB107;409409;180470;30/04/2024;Pago / Em dia
KJ32;DB104;409422;180453;30/04/2024;Pago / Em dia
LA62;Q0415;22050;180733;30/04/2024;Retorno
LA62;Q0416;22050;180735;30/04/2024;Retorno
LD16;F512;277676;180772;30/04/2024;Não atende
LD16;K509;279200;180740;30/04/2024;Recado
LD16;F507;350561;180763;30/04/2024;Retorno
KJ32;QB107;409690;180588;30/04/2024;Promessa de pagamento
KJ32;BA107;409699;180526;30/04/2024;Financiamento - Sem interesse
KJ32;J108;409706;180546;30/04/2024;Pago / Em dia
KJ32;BA101;409714;180566;30/04/2024;Não atende
KJ32;OB104;409724;180614;30/04/2024;Pago / Em dia
KJ32;WA103;409724;180608;30/04/2024;Pago / Em dia
KJ32;YA101;409724;180610;30/04/2024;Pago / Em dia
KJ32;OB105;409724;183810;30/04/2024;Pago / Em dia
KJ32;WA104;409724;180613;30/04/2024;Pago / Em dia
KJ32;YA102;409724;180615;30/04/2024;Pago / Em dia
KJ32;YA103;409724;180609;30/04/2024;Pago / Em dia
KJ32;S114;409727;180529;30/04/2024;Financiamento - Desistiu do financiamento
KJ32;Y105;409755;180577;30/04/2024;Não atende
KJ32;Y101;409757;180572;30/04/2024;Pago / Em dia
KJ32;XA101;409776;180560;30/04/2024;Pago / Em dia
KQ12;U18;410915;180596;30/04/2024;Financiamento - Em Tratativa
KJ32;N102;411697;180597;30/04/2024;Pago / Em dia
KD82;T05;412266;180676;30/04/2024;Pago / Em dia
KT16;R419;412458;172100;30/04/2024;Financiamento - Em Tratativa
KD82;N14;413469;180606;30/04/2024;Financiamento - Em Tratativa
KD82;N15;413469;180595;30/04/2024;Financiamento - Em Tratativa
KT32;A518;413787;180611;30/04/2024;Não atende
KT32;R507;413990;180668;30/04/2024;Promessa de pagamento
KJ32;QB103;413991;180605;30/04/2024;Financiamento - Sem interesse
KJ32;EA102;413991;180603;30/04/2024;Financiamento - Sem interesse
KJ32;OA107;414211;180602;30/04/2024;Promessa de pagamento
KJ32;TB107;414214;180698;30/04/2024;Pago / Em dia
LA62;Q0120;415046;180604;30/04/2024;Financiamento - Em Tratativa
KQ12;P02;416357;179252;30/04/2024;Financiamento - Em Tratativa
LA92;I121;259914;180911;30/04/2024;Promessa de pagamento
LD16;K507;352631;181290;30/04/2024;Alega pagamento
LD16;Y525;362295;181301;30/04/2024;Pago / Em dia
LA92;P110;386601;181139;30/04/2024;Não atende
LA92;U108;387039;180993;30/04/2024;Direcionado ao SAC - Duvidas
LB22;AD303;403688;182125;30/04/2024;Promessa de pagamento
LB22;AL316;403688;181056;30/04/2024;Promessa de pagamento
LD16;S511;404069;181258;30/04/2024;Pago / Em dia
KD82;M18;407446;181117;30/04/2024;Não atende
KD82;M19;407446;181116;30/04/2024;Não atende
LD16;I501;408102;181067;30/04/2024;Preventivo de Acordo/Promessa
LA62;Q1203;408806;180778;30/04/2024;Pago / Em dia
KJ82;Q0830;409208;181120;30/04/2024;Promessa de pagamento
KJ82;Q0829;409208;181121;30/04/2024;Promessa de pagamento
KJ32;YA107;409338;181051;30/04/2024;Financiamento - Sem interesse
KJ32;KB104;409451;181451;30/04/2024;Pago / Em dia
KJ32;KB102;409451;181248;30/04/2024;Pago / Em dia
KJ32;AA104;409508;181231;30/04/2024;Pago / Em dia
KJ32;EB108;409732;181344;30/04/2024;Pago / Em dia
KJ32;EB107;409732;181345;30/04/2024;Pago / Em dia
KJ32;PA104;409772;180885;30/04/2024;Financiamento - Sem interesse
KJ32;N101;411698;181254;30/04/2024;Retorno
KJ32;YA105;414220;181267;30/04/2024;Pago / Em dia
KJ32;YA106;414220;181249;30/04/2024;Pago / Em dia
KJ32;JA102;414428;180828;30/04/2024;Não atende
KQ12;O16;415641;181153;30/04/2024;Preventivo de Acordo/Promessa
KQ12;K14;416047;181234;30/04/2024;Preventivo de Acordo/Promessa
LD16;I516;418247;181076;30/04/2024;Pago / Em dia
LD16;D506;418250;181200;30/04/2024;Não atende/Enviado whatsapp
LD16;K503;418281;180881;30/04/2024;Financiamento - Em Tratativa
LD16;H512;418285;181026;30/04/2024;Pago / Em dia
LD16;W510;418296;180986;30/04/2024;Não atende
LD16;F513;418334;180980;30/04/2024;Não atende
LD16;H501;418342;180965;30/04/2024;Não atende/Enviado whatsapp
LD16;H524;418342;180967;30/04/2024;Não atende/Enviado whatsapp
LD16;K501;418360;181158;30/04/2024;Pago / Em dia
LD16;O515;418371;181125;30/04/2024;Promessa de pagamento
LD16;F510;418375;180787;30/04/2024;Preventivo de Acordo/Promessa
LD16;M501;418427;180979;30/04/2024;Promessa de pagamento
LD16;M502;418427;180978;30/04/2024;Promessa de pagamento
LD16;H517;418452;181214;30/04/2024;Não atende
LD16;H516;418452;181216;30/04/2024;Não atende
LD16;Y519;419400;180813;30/04/2024;Recado
LD16;Y513;419409;180930;30/04/2024;Não atende
LD16;O518;419544;181298;30/04/2024;Alega pagamento
LA92;E114;420669;181030;30/04/2024;Retorno
LD16;M525;422776;180782;30/04/2024;Financiamento bancario
LD16;F519;422790;180966;30/04/2024;Promessa de pagamento
LD16;F518;422792;181275;30/04/2024;Não atende
LD16;F503;422794;181274;30/04/2024;Recado
LD16;I512;422795;181250;30/04/2024;Direcionado ao SAC - Duvidas
LD16;F511;422799;181084;30/04/2024;Pago / Em dia
LD16;X511;422814;180962;30/04/2024;Pago / Em dia
LD16;V520;422847;181187;30/04/2024;Pago / Em dia
LD16;D519;423018;181340;30/04/2024;Preventivo de Acordo/Promessa
LD16;A505;423055;181361;30/04/2024;Não atende
LD16;U512;423056;180928;30/04/2024;Financiamento - Em Tratativa
LD16;F515;423059;181186;30/04/2024;Financiamento - Em Tratativa
LD16;G512;423075;181244;30/04/2024;Pago / Em dia
LD16;M509;423081;181241;30/04/2024;Retorno
LD16;U504;423083;180927;30/04/2024;Promessa de pagamento
KJ32;G101;423098;181063;30/04/2024;Financiamento - Em Tratativa
KJ32;G102;423098;181062;30/04/2024;Financiamento - Em Tratativa
LA92;M119;423123;180955;30/04/2024;Preventivo de Acordo/Promessa
LA92;S125;423127;180912;30/04/2024;Promessa de pagamento
LA92;J102;423129;181141;30/04/2024;Promessa de pagamento
LA92;J107;423130;180848;30/04/2024;Financiamento - Sem interesse
LA92;R125;423303;181019;30/04/2024;Pago / Em dia
LA92;B110;423306;181022;30/04/2024;Financiamento - Sem interesse
LA92;G114;423312;181020;30/04/2024;Financiamento - Possui Interesse
LA92;E119;423314;181037;30/04/2024;Financiamento - Sem interesse
LA92;S118;423316;180914;30/04/2024;Pago / Em dia
LA92;B121;423320;180946;30/04/2024;Financiamento bancario
LA92;P121;423322;180925;30/04/2024;Promessa de pagamento
LA92;I114;423323;180904;30/04/2024;Não atende/Enviado whatsapp
LA92;M114;423331;180907;30/04/2024;Pago / Em dia
LA92;P115;423333;181136;30/04/2024;Retorno
LA92;G122;423335;181194;30/04/2024;Não atende
LA92;M104;423341;181071;30/04/2024;Pago / Em dia
LA92;H108;423376;180875;30/04/2024;Não atende
LA92;B123;423377;181033;30/04/2024;Financiamento - Não atende
LA92;D103;423380;180901;30/04/2024;Promessa de pagamento
LA92;A109;423383;180990;30/04/2024;Financiamento - Sem interesse
LA92;U104;423385;184203;30/04/2024;Não atende
LA92;T118;423385;180905;30/04/2024;Não atende
KJ32;RB102;423404;181365;30/04/2024;Pago / Em dia
LA92;E113;423406;181102;30/04/2024;Financiamento - Em Tratativa
LD16;C502;423418;181278;30/04/2024;Pago / Em dia
LA92;T116;423420;181080;30/04/2024;Financiamento - Em Tratativa
LA92;P118;423433;181106;30/04/2024;Não atende
LA92;A124;423438;180933;30/04/2024;Não atende
LA92;F108;423439;181002;30/04/2024;Financiamento - Sem interesse
LA92;P119;423444;181167;30/04/2024;Financiamento - Em Tratativa
KD82;K09;423446;181359;30/04/2024;Promessa de pagamento
KD82;R02;423452;181343;30/04/2024;Pago / Em dia
KD82;R03;423452;181342;30/04/2024;Promessa de pagamento
KJ32;LA101;423456;181282;30/04/2024;Preventivo de Acordo/Promessa
LB22;AL312;423468;181089;30/04/2024;Promessa de pagamento
LB22;AD305;423482;181317;30/04/2024;Pago / Em dia
LB22;AJ306;423493;181092;30/04/2024;Financiamento - Em Tratativa
KJ32;EB102;423828;181378;30/04/2024;Não atende
KE82;Q0623;423830;181375;30/04/2024;Não atende
LA92;O116;50200;180983;30/04/2024;Recado
LA92;P108;50200;181085;30/04/2024;Recado
LA92;B108;50200;181101;30/04/2024;Recado
KJ32;P105;127144;181506;30/04/2024;Pago / Em dia
KT82;PA206;403470;181480;30/04/2024;Promessa de pagamento
LE62;E302;403470;183774;30/04/2024;Pago / Em dia
LD16;J516;406321;181523;30/04/2024;Pago / Em dia
LD16;A518;418251;181448;30/04/2024;Pago / Em dia
LD16;F524;418542;181402;30/04/2024;Não atende
LD16;C501;419035;181453;30/04/2024;Retorno
LD16;P523;419287;181406;30/04/2024;Pago / Em dia
LD16;N515;420664;181411;30/04/2024;Pago / Em dia
LD16;E513;423054;181437;30/04/2024;Promessa de pagamento
LD16;E514;423054;181436;30/04/2024;Promessa de pagamento
LA92;B124;423280;181425;30/04/2024;Financiamento - Em Tratativa
KF22;A207;423318;181421;30/04/2024;Preventivo de Acordo/Promessa
LA92;A122;423411;181426;30/04/2024;Pago / Em dia
LB22;AL310;423469;181420;30/04/2024;Não atende
LB22;AL305;423511;181434;30/04/2024;Promessa de pagamento
LB22;AJ301;423538;181435;30/04/2024;Pago / Em dia
KF22;A208;423821;181478;30/04/2024;Não atende
KJ32;PB103;423991;181566;30/04/2024;Financiamento - Em Tratativa
KK22;V114;424003;181561;30/04/2024;Não atende
LD16;H515;424012;181556;30/04/2024;Promessa de pagamento
KQ12;N10;424014;181565;30/04/2024;Não atende
KF22;H223;424041;181559;30/04/2024;Promessa de pagamento
KE82;Q0612;424045;181560;30/04/2024;Não atende
KJ32;DA101;424056;181577;30/04/2024;Pago / Em dia
KJ82;Q0737;424067;181605;30/04/2024;Não atende
KF22;M204;424070;181589;30/04/2024;Promessa de pagamento
KF22;M205;424070;181588;30/04/2024;Promessa de pagamento
KJ82;Q1004;424072;181587;30/04/2024;Financiamento - Em Tratativa
KD82;R45;424091;181596;30/04/2024;Pago / Em dia
LB62;AC206;424091;181899;30/04/2024;Pago / Em dia
KD82;Z08;424092;181594;30/04/2024;Pendencia CAR
KD82;R43;424108;181677;30/04/2024;Retorno
KD82;K06;424133;181610;30/04/2024;Pago / Em dia
KD82;R49;424134;181592;30/04/2024;Pago / Em dia
KT32;G514;424137;181598;30/04/2024;Preventivo de Acordo/Promessa
LD16;X525;424148;181604;30/04/2024;Recado
KJ32;PA105;424155;181591;30/04/2024;Alega pagamento
LD16;N514;424174;181599;30/04/2024;Pago / Em dia
LD16;W509;424181;181704;30/04/2024;Ação Judicial - Aguardando citação
LD16;W508;424181;181603;30/04/2024;Pago / Em dia
KD82;Q12;424340;181721;30/04/2024;Não atende
KQ12;L05;424362;181744;30/04/2024;Não atende
KD82;Q24;424371;181733;30/04/2024;Preventivo de Acordo/Promessa
LB62;I205;424398;182036;30/04/2024;Pago / Em dia
KT16;V403;424433;181906;30/04/2024;Pago / Em dia
LB62;W217;424457;181802;30/04/2024;Promessa de pagamento
LB62;U212;424458;181793;30/04/2024;Pago / Em dia
LB62;F219;424464;181817;30/04/2024;Pago / Em dia
LB62;AD203;424469;181799;30/04/2024;Não atende
LB62;R205;424472;182071;30/04/2024;Pago / Em dia
LB62;C208;424476;181814;30/04/2024;Pago / Em dia
LB62;C207;424476;181815;30/04/2024;Pago / Em dia
LB62;H214;424484;182041;30/04/2024;Alega pagamento
LB62;X206;424651;181825;30/04/2024;Pago / Em dia
LB62;E202;424655;182032;30/04/2024;Não atende
LB62;Y212;424665;181770;30/04/2024;Não atende
LB62;P215;424666;181949;30/04/2024;Pago / Em dia
LB62;Z209;424668;181908;30/04/2024;Pago / Em dia
LB62;Z208;424668;181909;30/04/2024;Pago / Em dia
LB62;J206;424672;181952;30/04/2024;Recado
LB62;R222;424678;181939;30/04/2024;Promessa de pagamento
LB62;W206;424697;182067;30/04/2024;Pago / Em dia
LB62;W203;424698;181987;30/04/2024;Promessa de pagamento
LB62;O210;424700;182022;30/04/2024;Recado
LB62;G213;424703;182063;30/04/2024;Não atende/Enviado whatsapp
LB62;F202;424704;181838;30/04/2024;Pago / Em dia
LB62;R207;424705;181767;30/04/2024;Retorno
LB62;R213;424718;182072;30/04/2024;Não atende
LB62;P210;424725;181950;30/04/2024;Promessa de pagamento
LB62;P209;424725;181951;30/04/2024;Promessa de pagamento
LB62;I213;424748;182035;30/04/2024;Promessa de pagamento
LB62;S214;424758;182040;30/04/2024;Pago / Em dia
LB62;S225;424759;182086;30/04/2024;Pago / Em dia
LB62;S226;424779;182077;30/04/2024;Pago / Em dia
LB62;G203;424786;181988;30/04/2024;Direcionado ao SAC - Duvidas
LB62;D202;424790;181907;30/04/2024;Pago / Em dia
LB62;D201;424790;181902;30/04/2024;Pago / Em dia
LB62;V228;424797;182089;30/04/2024;Não atende
LB62;AB205;424798;182034;30/04/2024;Recado
KQ12;U08;278268;179621;30/04/2024;Financiamento - Em Tratativa
KD82;I04;387895;179609;30/04/2024;Pago / Em dia
KD82;Y15;388116;179686;30/04/2024;Pago / Em dia
KQ12;K19;407124;179652;30/04/2024;Retorno
KQ12;K20;407124;179651;30/04/2024;Retorno
KQ12;K21;407124;179650;30/04/2024;Retorno
KF22;K209;407546;179607;30/04/2024;Sem acordo
KQ12;H10;407562;179596;30/04/2024;Financiamento - Em Tratativa
KF22;F202;407602;179598;30/04/2024;Recado
KF22;F203;407602;179597;30/04/2024;Recado
KJ82;Q0925;407645;179600;30/04/2024;Pago / Em dia
KJ82;Q0542;407646;179642;30/04/2024;Financiamento - Desistiu do financiamento
KJ22;F124;407688;176053;30/04/2024;Não atende
KJ82;Q0836;407703;179608;30/04/2024;Recado
KT82;QA202;407729;179696;30/04/2024;Retorno
KJ82;Q0731;407732;179627;30/04/2024;Não atende
KJ82;Q0318;407733;179723;30/04/2024;Pago / Em dia
KJ82;Q1119;407908;179729;30/04/2024;Promessa de pagamento
KD82;F16;407927;179796;30/04/2024;Não atende
KD82;M03;407929;179731;30/04/2024;Pago / Em dia
KF22;M230;407930;179786;30/04/2024;Financiamento - Em Tratativa
KT82;OA202;407932;179745;30/04/2024;Não atende
KT82;RA202;407952;179740;30/04/2024;Recado
K19X;Y10;408011;179757;30/04/2024;Pago / Em dia
KF22;K212;408012;179781;30/04/2024;Não atende
KF22;M216;408062;179752;30/04/2024;Pago / Em dia
KF22;M217;408062;181581;30/04/2024;Pago / Em dia
KD82;Z103;408071;179761;30/04/2024;Não atende
KD82;Z101;408071;179769;30/04/2024;Não atende
KD82;Z102;408071;179771;30/04/2024;Não atende
KG92;N208;408080;171185;30/04/2024;Pago / Em dia
KG92;N209;408080;172055;30/04/2024;Pago / Em dia
KF86;P306;408098;179801;30/04/2024;Preventivo de Acordo/Promessa
KD82;H09;408110;179790;30/04/2024;Pago / Em dia
M822;G416;408115;179812;30/04/2024;Retorno
KJ82;Q1221;408117;179797;30/04/2024;Retorno
KT82;TA201;408122;179794;30/04/2024;Preventivo de Acordo/Promessa
LA62;Q0108;408289;179853;30/04/2024;Não atende
KF22;B212;408299;179857;30/04/2024;Não atende
LA62;Q0505;408300;179865;30/04/2024;Não atende
LA62;Q0232;408304;179887;30/04/2024;Alega pagamento
KD82;F06;408341;180018;30/04/2024;Promessa de pagamento
KD82;S05;408366;179995;30/04/2024;Retorno
LA62;Q0602;408368;179881;30/04/2024;Recado
KE82;Q0501;408376;179895;30/04/2024;Pago / Em dia
KE82;Q0502;408376;179894;30/04/2024;Pago / Em dia
KT32;M525;408422;179992;30/04/2024;Pago / Em dia
KE82;Q0214;408434;179966;30/04/2024;Recado
KE82;Q0215;408434;179965;30/04/2024;Recado
KE82;Q0807;408460;180052;30/04/2024;Pago / Em dia
KE82;Q0808;408460;180051;30/04/2024;Pago / Em dia
KE82;Q0806;408463;180021;30/04/2024;Pago / Em dia
KE82;Q0302;408465;180053;30/04/2024;Promessa de pagamento
KE82;Q0303;408469;180050;30/04/2024;Pago / Em dia
KE82;Q0408;408494;180045;30/04/2024;Não atende
KE82;Q1531;408535;180008;30/04/2024;Não atende/Enviado whatsapp
KE82;Q0119;408548;180007;30/04/2024;Pago / Em dia
KE82;Q0928;408550;180016;30/04/2024;Pago / Em dia
KE82;Q0929;408550;180199;30/04/2024;Pago / Em dia
KE82;Q0203;408572;179988;30/04/2024;Promessa de pagamento
KE82;Q0717;408576;180015;30/04/2024;Pago / Em dia
KE82;Q0718;408576;180012;30/04/2024;Pago / Em dia
KE82;Q1214;408596;179982;30/04/2024;Pago / Em dia
KE82;Q1213;408596;179980;30/04/2024;Não atende
KE82;Q0206;408598;179983;30/04/2024;Pago / Em dia
KE82;Q0820;408611;179914;30/04/2024;Promessa de pagamento
LA62;Q0107;408226;180234;30/04/2024;Promessa de pagamento
LA62;Q1204;408249;180202;30/04/2024;Promessa de pagamento
LA62;Q0231;408302;180194;30/04/2024;Promessa de pagamento
LA62;Q0913;408307;180271;30/04/2024;Retorno
LA62;Q0202;408325;180366;30/04/2024;Promessa de pagamento
KD82;Q26;408337;180125;30/04/2024;Recado
LA62;Q0409;408355;180409;30/04/2024;Pago / Em dia
KG92;L221;408360;180171;30/04/2024;Pago / Em dia
LA62;Q0603;408361;180334;30/04/2024;Pago / Em dia
LA62;Q0402;408365;180335;30/04/2024;Pago / Em dia
LA62;Q0801;408365;180336;30/04/2024;Pago / Em dia
KE82;Q0301;408442;180365;30/04/2024;Aguardando Pagamento
KE82;Q0804;408446;180316;30/04/2024;Não atende
KE82;Q1219;408456;180381;30/04/2024;Preventivo de Acordo/Promessa
KE82;Q0522;408462;180109;30/04/2024;Pagamento parcial
KE82;Q0815;408472;180313;30/04/2024;Pago / Em dia
KE82;Q0816;408472;180315;30/04/2024;Pago / Em dia
KE82;Q0404;408513;180311;30/04/2024;Pago / Em dia
KE82;Q0405;408513;180339;30/04/2024;Pago / Em dia
KE82;Q0611;408518;180270;30/04/2024;Não atende
KE82;Q0926;408519;180266;30/04/2024;Retorno
KE82;Q0619;408523;180309;30/04/2024;Pago / Em dia
KE82;Q0728;408527;180265;30/04/2024;Promessa de pagamento
KE82;Q0603;408543;180385;30/04/2024;Pago / Em dia
