Divisão;Unidade;Código Cliente;Projeto Financeiro;Mês base;Score
KD82;V09;387947;176437;01/04/2024;Sim
KD82;V10;391824;177118;01/04/2024;Sim
KD82;V11;387861;176998;01/04/2024;Sim
KD82;V12;387947;176438;01/04/2024;Sim
KD82;V13;387947;176378;01/04/2024;Não - <60 dias
KD82;V14;388738;176663;01/04/2024;Sim
KD82;V15;388738;176662;01/04/2024;Sim
KD82;V16;388377;176432;01/04/2024;Não - <60 dias
KD82;V17;406038;178632;01/04/2024;Sim
KD82;V18;423877;181491;01/04/2024;Não - <60 dias
KD82;W01;388140;176701;01/04/2024;Sim
KD82;W15;387852;176555;01/04/2024;Sim
KD82;W17;431634;184184;01/04/2024;Não - <60 dias
KD82;W20;403099;184135;01/04/2024;Sim
KD82;W25;388768;176846;01/04/2024;Não - <60 dias
KD82;X02;407396;179312;01/04/2024;Não - <60 dias
KD82;X03;388227;178906;01/04/2024;Sim
KD82;X04;407748;179625;01/04/2024;Não - <60 dias
KD82;X05;387896;176616;01/04/2024;Não - <60 dias
KD82;X07;387819;176562;01/04/2024;Não - <60 dias
KD82;X09;406061;178836;01/04/2024;Sim
KD82;X10;427453;182942;01/04/2024;Não - <60 dias
KD82;X11;388205;176451;01/04/2024;Não - <60 dias
KD82;X13;388755;176656;01/04/2024;Não - <60 dias
KD82;X14;388354;176748;01/04/2024;Não - <60 dias
KD82;X16;388098;176872;01/04/2024;Sim
KD82;X20;424217;181663;01/04/2024;Não - <60 dias
KD82;X21;409401;180461;01/04/2024;Não - <60 dias
KD82;X22;409401;180460;01/04/2024;Não - <60 dias
KD82;X23;388217;176348;01/04/2024;Não - <60 dias
KD82;X26;407690;179577;01/04/2024;Não - <60 dias
KD82;X27;388330;176551;01/04/2024;Não - <60 dias
KD82;Y01;423109;183225;01/04/2024;Não - <60 dias
KD82;Y02;388737;176671;01/04/2024;Não - <60 dias
KD82;Y03;388746;176657;01/04/2024;Sim
KD82;Y04;388176;176407;01/04/2024;Não - <60 dias
KD82;Y06;387851;176719;01/04/2024;Não - <60 dias
KD82;Y07;406172;178724;01/04/2024;Não - <60 dias
KD82;Y08;387824;176463;01/04/2024;Não - <60 dias
KD82;Y09;387824;176454;01/04/2024;Não - <60 dias
KD82;Y10;408027;179749;01/04/2024;Não - <60 dias
KD82;Y11;406821;179073;01/04/2024;Não - <60 dias
KD82;Y12;406297;178792;01/04/2024;Não - <60 dias
KD82;Y14;408112;179791;01/04/2024;Não - <60 dias
KD82;Y15;388116;179686;01/04/2024;Não - <60 dias
KD82;Y17;389892;176725;01/04/2024;Não - <60 dias
KD82;Y18;406040;178662;01/04/2024;Não - <60 dias
KD82;Z01;406386;178931;01/04/2024;Sim
KD82;Z02;424169;181685;01/04/2024;Sim
KD82;Z03;426466;182458;01/04/2024;Não - <60 dias
KD82;Z04;431563;184134;01/04/2024;Não - <60 dias
KD82;Z05;403042;177479;01/04/2024;Não - <60 dias
KD82;Z08;424092;181594;01/04/2024;Sim
KD82;Z09;390026;176825;01/04/2024;Não - <60 dias
KD82;Z101;408071;179769;01/04/2024;Não - <60 dias
KD82;Z102;408071;179771;01/04/2024;Não - <60 dias
KD82;Z103;408071;179761;01/04/2024;Não - <60 dias
KD82;Z105;406879;179099;01/04/2024;Não - <60 dias
KD82;Z106;356936;178711;01/04/2024;Não - <60 dias
KD82;Z108;409250;180417;01/04/2024;Não - <60 dias
KD82;Z109;388351;176556;01/04/2024;Sim
KE42;A102;361164;173871;01/04/2024;Não - <60 dias
KE42;A106;344112;175445;01/04/2024;Sim
KE42;A110;391175;177089;01/04/2024;Não - <60 dias
KE42;B103;383307;175316;01/04/2024;Sim
KE42;C102;360259;173442;01/04/2024;Sim
KE42;C107;355202;170487;01/04/2024;Sim
KE42;C108;235153;173370;01/04/2024;Sim
KE42;C109;385331;175526;01/04/2024;Não - <60 dias
KE42;D103;404428;178236;01/04/2024;Não - <60 dias
KE42;D107;403037;177450;01/04/2024;Não - <60 dias
KE42;E102;375161;175265;01/04/2024;Sim
KE42;E103;358401;173378;01/04/2024;Sim
KE42;F101;252303;176864;01/04/2024;Sim
KE42;F103;355578;170623;01/04/2024;Não - <60 dias
KE42;H105;355087;170639;01/04/2024;Sim
KE42;J109;427207;170408;01/04/2024;Não - <60 dias
KE42;L102;360195;173334;01/04/2024;Não - <60 dias
KE42;L103;21809;170760;01/04/2024;Sim
KE42;L109;355175;170939;01/04/2024;Sim
KE42;N104;16032;170360;01/04/2024;Não - <60 dias
KE42;R101;355123;170411;01/04/2024;Sim
KE42;R103;355224;170427;01/04/2024;Sim
KE42;T101;355394;170595;01/04/2024;Não - <60 dias
KE82;Q0101;408579;180153;01/04/2024;Não - <60 dias
KE82;Q0102;408579;180138;01/04/2024;Não - <60 dias
KE82;Q0104;408758;180228;01/04/2024;Não - <60 dias
KE82;Q0105;409043;180081;01/04/2024;Não - <60 dias
KE82;Q0106;408948;180285;01/04/2024;Não - <60 dias
KE82;Q0109;408981;180062;01/04/2024;Não - <60 dias
KE82;Q0110;408581;180101;01/04/2024;Não - <60 dias
KE82;Q0111;408774;180042;01/04/2024;Não - <60 dias
KE82;Q0112;408945;180250;01/04/2024;Não - <60 dias
KE82;Q0114;409046;180095;01/04/2024;Não - <60 dias
KE82;Q0116;408927;180337;01/04/2024;Não - <60 dias
KE82;Q0117;409223;180407;01/04/2024;Não - <60 dias
KE82;Q0118;429572;183504;01/04/2024;Não - <60 dias
KE82;Q0119;408548;180007;01/04/2024;Não - <60 dias
KE82;Q0120;408815;179901;01/04/2024;Não - <60 dias
KE82;Q0121;408782;180389;01/04/2024;Não - <60 dias
KE82;Q0122;408756;180009;01/04/2024;Não - <60 dias
KE82;Q0123;408660;180252;01/04/2024;Não - <60 dias
KE82;Q0124;408792;180205;01/04/2024;Não - <60 dias
KE82;Q0126;408967;179969;01/04/2024;Não - <60 dias
KE82;Q0128;408704;180028;01/04/2024;Não - <60 dias
KE82;Q0201;408691;180196;01/04/2024;Não - <60 dias
KE82;Q0203;408572;179988;01/04/2024;Não - <60 dias
KE82;Q0204;408726;180074;01/04/2024;Não - <60 dias
KE82;Q0205;408726;180071;01/04/2024;Não - <60 dias
KE82;Q0206;408598;179983;01/04/2024;Não - <60 dias
KE82;Q0207;409008;179960;01/04/2024;Não - <60 dias
KE82;Q0208;408541;180216;01/04/2024;Não - <60 dias
KE82;Q0210;408752;179930;01/04/2024;Não - <60 dias
KE82;Q0213;409073;180166;01/04/2024;Não - <60 dias
KE82;Q0214;408434;179966;01/04/2024;Não - <60 dias
KE82;Q0215;408434;179965;01/04/2024;Não - <60 dias
KE82;Q0218;409006;180168;01/04/2024;Não - <60 dias
KE82;Q0219;409142;180403;01/04/2024;Não - <60 dias
KE82;Q0222;408516;179931;01/04/2024;Não - <60 dias
KE82;Q0224;408750;180026;01/04/2024;Não - <60 dias
KE82;Q0225;408669;180001;01/04/2024;Não - <60 dias
KE82;Q0226;408501;180040;01/04/2024;Não - <60 dias
KE82;Q0227;409121;180297;01/04/2024;Não - <60 dias
KE82;Q0228;408555;180006;01/04/2024;Não - <60 dias
KE82;Q0301;408442;180365;01/04/2024;Não - <60 dias
KE82;Q0302;408465;180053;01/04/2024;Não - <60 dias
KE82;Q0303;408469;180050;01/04/2024;Não - <60 dias
KE82;Q0306;408505;180217;01/04/2024;Não - <60 dias
KE82;Q0307;408623;179913;01/04/2024;Não - <60 dias
KE82;Q0311;409047;180096;01/04/2024;Não - <60 dias
KE82;Q0312;408695;180314;01/04/2024;Não - <60 dias
KE82;Q0313;408695;180376;01/04/2024;Não - <60 dias
KE82;Q0314;408537;180038;01/04/2024;Não - <60 dias
KE82;Q0316;408639;180204;01/04/2024;Não - <60 dias
KE82;Q0401;408772;180272;01/04/2024;Não - <60 dias
KE82;Q0402;408858;180371;01/04/2024;Não - <60 dias
KE82;Q0403;408664;179912;01/04/2024;Não - <60 dias
KE82;Q0404;408513;180311;01/04/2024;Não - <60 dias
KE82;Q0405;408513;180339;01/04/2024;Não - <60 dias
KE82;Q0406;408738;180218;01/04/2024;Não - <60 dias
KE82;Q0408;408494;180045;01/04/2024;Não - <60 dias
KE82;Q0409;408379;180143;01/04/2024;Não - <60 dias
KE82;Q0410;408737;180193;01/04/2024;Não - <60 dias
KE82;Q0412;408436;179991;01/04/2024;Não - <60 dias
KE82;Q0413;408970;180017;01/04/2024;Não - <60 dias
KE82;Q0414;408843;180379;01/04/2024;Não - <60 dias
KE82;Q0415;408843;180325;01/04/2024;Não - <60 dias
KE82;Q0416;408553;180215;01/04/2024;Não - <60 dias
KE82;Q0417;408552;179917;01/04/2024;Não - <60 dias
KE82;Q0418;408771;179934;01/04/2024;Não - <60 dias
KE82;Q0419;408990;180236;01/04/2024;Não - <60 dias
KE82;Q0420;408479;179964;01/04/2024;Não - <60 dias
KE82;Q0421;409198;180390;01/04/2024;Não - <60 dias
KE82;Q0422;423817;181488;01/04/2024;Não - <60 dias
KE82;Q0423;408488;180142;01/04/2024;Não - <60 dias
KE82;Q0424;408575;180069;01/04/2024;Não - <60 dias
KE82;Q0501;408376;179895;01/04/2024;Não - <60 dias
KE82;Q0502;408376;179894;01/04/2024;Não - <60 dias
KE82;Q0503;408584;180259;01/04/2024;Não - <60 dias
KE82;Q0504;409045;180248;01/04/2024;Não - <60 dias
KE82;Q0505;409091;180406;01/04/2024;Não - <60 dias
KE82;Q0506;408475;180275;01/04/2024;Não - <60 dias
KE82;Q0507;408490;180356;01/04/2024;Não - <60 dias
KE82;Q0509;408573;180286;01/04/2024;Não - <60 dias
KE82;Q0510;408573;180287;01/04/2024;Não - <60 dias
KE82;Q0511;408573;180288;01/04/2024;Não - <60 dias
KE82;Q0512;408794;179920;01/04/2024;Não - <60 dias
KE82;Q0515;408786;179923;01/04/2024;Não - <60 dias
KE82;Q0517;409016;180345;01/04/2024;Não - <60 dias
KE82;Q0520;408477;180276;01/04/2024;Não - <60 dias
KE82;Q0521;408963;180146;01/04/2024;Não - <60 dias
KE82;Q0522;408462;180109;01/04/2024;Sim
KE82;Q0523;408614;180167;01/04/2024;Não - <60 dias
KE82;Q0601;408437;179990;01/04/2024;Não - <60 dias
KE82;Q0603;408543;180385;01/04/2024;Não - <60 dias
KE82;Q0605;408558;180047;01/04/2024;Não - <60 dias
KE82;Q0606;408765;179900;01/04/2024;Não - <60 dias
KE82;Q0608;409072;180247;01/04/2024;Não - <60 dias
KE82;Q0609;409072;180245;01/04/2024;Não - <60 dias
KE82;Q0611;408518;180270;01/04/2024;Não - <60 dias
KE82;Q0612;424045;181560;01/04/2024;Não - <60 dias
KE82;Q0613;408503;180342;01/04/2024;Não - <60 dias
KE82;Q0615;408583;179984;01/04/2024;Não - <60 dias
KE82;Q0616;408743;180354;01/04/2024;Não - <60 dias
KE82;Q0617;408779;180186;01/04/2024;Não - <60 dias
KE82;Q0618;408948;180308;01/04/2024;Sim
KE82;Q0619;408523;180309;01/04/2024;Não - <60 dias
KE82;Q0621;408556;180102;01/04/2024;Não - <60 dias
KE82;Q0622;408664;179911;01/04/2024;Não - <60 dias
KE82;Q0623;423830;181375;01/04/2024;Não - <60 dias
KE82;Q0624;408761;179932;01/04/2024;Não - <60 dias
KE82;Q0628;408507;180041;01/04/2024;Não - <60 dias
KE82;Q0629;408507;180039;01/04/2024;Não - <60 dias
KE82;Q0630;408565;180233;01/04/2024;Não - <60 dias
KE82;Q0631;408720;180100;01/04/2024;Não - <60 dias
KE82;Q0701;408482;180306;01/04/2024;Não - <60 dias
KE82;Q0702;408781;180044;01/04/2024;Não - <60 dias
KE82;Q0707;408960;180348;01/04/2024;Não - <60 dias
KE82;Q0708;408652;179970;01/04/2024;Não - <60 dias
KE82;Q0710;409086;180298;01/04/2024;Não - <60 dias
KE82;Q0711;408630;180031;01/04/2024;Não - <60 dias
KE82;Q0712;408630;180029;01/04/2024;Não - <60 dias
KE82;Q0713;409017;180302;01/04/2024;Não - <60 dias
KE82;Q0716;408394;180330;01/04/2024;Não - <60 dias
KE82;Q0717;408576;180015;01/04/2024;Não - <60 dias
KE82;Q0718;408576;180012;01/04/2024;Não - <60 dias
KE82;Q0719;408731;180014;01/04/2024;Não - <60 dias
KE82;Q0720;408454;180349;01/04/2024;Não - <60 dias
KE82;Q0721;408452;180054;01/04/2024;Não - <60 dias
KE82;Q0722;408731;180152;01/04/2024;Não - <60 dias
KE82;Q0723;427019;182766;01/04/2024;Não - <60 dias
KE82;Q0725;426936;182737;01/04/2024;Não - <60 dias
KE82;Q0726;408675;180375;01/04/2024;Não - <60 dias
KE82;Q0727;408563;180232;01/04/2024;Não - <60 dias
KE82;Q0728;408527;180265;01/04/2024;Não - <60 dias
KE82;Q0729;408961;180310;01/04/2024;Não - <60 dias
KE82;Q0734;430494;183877;01/04/2024;Não - <60 dias
KE82;Q0735;430494;183876;01/04/2024;Não - <60 dias
KE82;Q0736;408707;180255;01/04/2024;Não - <60 dias
KE82;Q0737;408444;179961;01/04/2024;Não - <60 dias
KE82;Q0801;409093;180405;01/04/2024;Sim
KE82;Q0802;409156;180383;01/04/2024;Não - <60 dias
KE82;Q0804;408446;180316;01/04/2024;Sim
KE82;Q0806;408463;180021;01/04/2024;Não - <60 dias
KE82;Q0807;408460;180052;01/04/2024;Não - <60 dias
KE82;Q0808;408460;180051;01/04/2024;Não - <60 dias
KE82;Q0809;408522;180372;01/04/2024;Não - <60 dias
KE82;Q0810;409212;180397;01/04/2024;Não - <60 dias
KE82;Q0811;408377;180398;01/04/2024;Sim
KE82;Q0812;408377;180292;01/04/2024;Sim
KE82;Q0813;408797;179921;01/04/2024;Não - <60 dias
KE82;Q0814;408451;180025;01/04/2024;Não - <60 dias
KE82;Q0815;408472;180313;01/04/2024;Não - <60 dias
KE82;Q0816;408472;180315;01/04/2024;Não - <60 dias
KE82;Q0817;408628;180091;01/04/2024;Não - Black List
KE82;Q0818;408711;180256;01/04/2024;Não - <60 dias
KE82;Q0819;408770;180377;01/04/2024;Sim
KE82;Q0820;408611;179914;01/04/2024;Não - <60 dias
KE82;Q0821;409048;180211;01/04/2024;Não - <60 dias
KE82;Q0822;409048;180210;01/04/2024;Não - <60 dias
KE82;Q0828;408574;180290;01/04/2024;Não - <60 dias
KE82;Q0829;408574;180289;01/04/2024;Não - <60 dias
KE82;Q0830;408767;180269;01/04/2024;Não - <60 dias
KE82;Q0831;408767;180267;01/04/2024;Não - <60 dias
KE82;Q0835;408529;179985;01/04/2024;Não - <60 dias
KE82;Q0836;408972;180178;01/04/2024;Não - Exclusao Por Determinacao Judicial
KE82;Q0902;408561;180219;01/04/2024;Não - <60 dias
KE82;Q0903;408539;180123;01/04/2024;Não - <60 dias
KE82;Q0904;409022;180303;01/04/2024;Não - <60 dias
KE82;Q0905;408993;180242;01/04/2024;Não - <60 dias
KE82;Q0906;408993;180224;01/04/2024;Não - <60 dias
KE82;Q0908;408985;180283;01/04/2024;Não - <60 dias
KE82;Q0909;408985;180282;01/04/2024;Não - <60 dias
KE82;Q0910;408570;180263;01/04/2024;Sim
KE82;Q0911;408570;180262;01/04/2024;Sim
KE82;Q0912;409055;180058;01/04/2024;Não - <60 dias
KE82;Q0913;408373;180046;01/04/2024;Não - <60 dias
KE82;Q0914;427129;182848;01/04/2024;Não - <60 dias
KE82;Q0915;427091;182835;01/04/2024;Não - <60 dias
KE82;Q0917;409057;180097;01/04/2024;Não - <60 dias
KE82;Q0918;426979;182758;01/04/2024;Não - <60 dias
KE82;Q0919;409009;180239;01/04/2024;Não - <60 dias
KE82;Q0920;409009;180235;01/04/2024;Não - <60 dias
KE82;Q0921;408982;180404;01/04/2024;Não - Em Processamento
KE82;Q0923;408525;180264;01/04/2024;Não - <60 dias
KE82;Q0924;408467;180056;01/04/2024;Não - <60 dias
KE82;Q0925;408467;180057;01/04/2024;Não - <60 dias
KE82;Q0926;408519;180266;01/04/2024;Não - <60 dias
KE82;Q0928;408550;180016;01/04/2024;Não - <60 dias
KE82;Q0929;408550;180199;01/04/2024;Não - <60 dias
KE82;Q0930;408717;179978;01/04/2024;Não - <60 dias
KE82;Q0931;408717;179937;01/04/2024;Não - <60 dias
KE82;Q0932;408546;180158;01/04/2024;Não - Em Processamento
KE82;Q0933;408546;180156;01/04/2024;Não - Em Processamento
KE82;Q0934;408559;180355;01/04/2024;Não - <60 dias
KE82;Q1001;429580;183501;01/04/2024;Não - <60 dias
KE82;Q1003;408840;180149;01/04/2024;Não - <60 dias
KE82;Q1006;408955;180169;01/04/2024;Não - <60 dias
KE82;Q1007;408868;180099;01/04/2024;Não - <60 dias
KE82;Q1008;408992;180384;01/04/2024;Não - <60 dias
KE82;Q1011;408700;179971;01/04/2024;Não - <60 dias
KE82;Q1012;409101;180207;01/04/2024;Não - <60 dias
KE82;Q1013;408633;180347;01/04/2024;Não - <60 dias
KE82;Q1014;409031;180351;01/04/2024;Não - <60 dias
KE82;Q1015;408396;179941;01/04/2024;Não - <60 dias
KE82;Q1018;408616;179974;01/04/2024;Não - <60 dias
KE82;Q1021;408557;179916;01/04/2024;Não - <60 dias
KE82;Q1022;408871;179908;01/04/2024;Não - Em Processamento
KE82;Q1101;409051;180114;01/04/2024;Não - <60 dias
KE82;Q1102;409053;180301;01/04/2024;Não - <60 dias
KE82;Q1104;408645;180253;01/04/2024;Não - <60 dias
KE82;Q1105;409161;180295;01/04/2024;Não - <60 dias
KE82;Q1106;409162;180382;01/04/2024;Não - <60 dias
KE82;Q1108;409070;180370;01/04/2024;Não - <60 dias
KE82;Q1118;408949;180118;01/04/2024;Não - <60 dias
KE82;Q1119;408949;180115;01/04/2024;Não - <60 dias
KE82;Q1120;408949;180251;01/04/2024;Não - <60 dias
KE82;Q1121;426771;182613;01/04/2024;Não - Registro Ar - Endereco Insuficiente
KE82;Q1122;409010;180086;01/04/2024;Não - <60 dias
KE82;Q1123;408946;180312;01/04/2024;Não - <60 dias
KE82;Q1125;408951;180363;01/04/2024;Sim
KE82;Q1126;408604;180067;01/04/2024;Não - <60 dias
KE82;Q1127;408672;180105;01/04/2024;Não - <60 dias
KE82;Q1128;408672;180104;01/04/2024;Não - <60 dias
KE82;Q1129;408803;180212;01/04/2024;Não - <60 dias
KE82;Q1132;408989;180305;01/04/2024;Não - <60 dias
KE82;Q1135;408593;180013;01/04/2024;Não - <60 dias
KE82;Q1140;408568;179915;01/04/2024;Não - <60 dias
KE82;Q1142;409003;180179;01/04/2024;Não - <60 dias
KE82;Q1201;408972;180174;01/04/2024;Não - Exclusao Por Determinacao Judicial
KE82;Q1203;409007;180036;01/04/2024;Não - <60 dias
KE82;Q1206;408748;179952;01/04/2024;Não - <60 dias
KE82;Q1213;408596;179980;01/04/2024;Não - <60 dias
KE82;Q1214;408596;179982;01/04/2024;Não - <60 dias
KE82;Q1215;408578;180106;01/04/2024;Sim
KE82;Q1216;408590;180284;01/04/2024;Não - <60 dias
KE82;Q1219;408456;180381;01/04/2024;Não - <60 dias
KE82;Q1222;408984;180231;01/04/2024;Não - <60 dias
KE82;Q1223;408984;180230;01/04/2024;Não - <60 dias
KE82;Q1224;408991;180185;01/04/2024;Não - <60 dias
KE82;Q1225;408991;180184;01/04/2024;Não - <60 dias
KE82;Q1226;408991;180183;01/04/2024;Não - <60 dias
KE82;Q1227;408995;180238;01/04/2024;Não - <60 dias
KE82;Q1228;408996;180182;01/04/2024;Não - <60 dias
KE82;Q1229;408996;180181;01/04/2024;Não - <60 dias
KE82;Q1230;408996;180201;01/04/2024;Não - <60 dias
KE82;Q1235;409000;180090;01/04/2024;Não - <60 dias
KE82;Q1236;409000;180089;01/04/2024;Não - <60 dias
KE82;Q1237;409000;180088;01/04/2024;Não - <60 dias
KE82;Q1238;409000;180087;01/04/2024;Não - <60 dias
KE82;Q1239;409001;180177;01/04/2024;Não - <60 dias
KE82;Q1240;409001;180176;01/04/2024;Não - <60 dias
KE82;Q1302;409123;180445;01/04/2024;Não - <60 dias
KE82;Q1304;424176;181607;01/04/2024;Não - <60 dias
KE82;Q1305;408762;180291;01/04/2024;Não - <60 dias
KE82;Q1307;408606;179981;01/04/2024;Não - <60 dias
KE82;Q1311;431599;184161;01/04/2024;Não - <60 dias
KE82;Q1312;408651;180113;01/04/2024;Não - <60 dias
KE82;Q1313;408621;180341;01/04/2024;Não - <60 dias
KE82;Q1314;409063;180229;01/04/2024;Não - <60 dias
KE82;Q1315;408397;180278;01/04/2024;Não - <60 dias
KE82;Q1316;409003;180180;01/04/2024;Não - <60 dias
KE82;Q1319;408972;180175;01/04/2024;Sim
KE82;Q1322;408724;180396;01/04/2024;Sim
KE82;Q1324;408733;180128;01/04/2024;Não - <60 dias
KE82;Q1326;408612;180092;01/04/2024;Não - <60 dias
KE82;Q1330;408608;180388;01/04/2024;Não - <60 dias
KE82;Q1331;408601;180136;01/04/2024;Não - <60 dias
KE82;Q1332;409094;180395;01/04/2024;Sim
KE82;Q1411;409158;180360;01/04/2024;Não - <60 dias
KE82;Q1418;408626;180150;01/04/2024;Não - <60 dias
KE82;Q1419;408665;179953;01/04/2024;Não - <60 dias
KE82;Q1502;408722;180137;01/04/2024;Não - <60 dias
KE82;Q1512;408816;180352;01/04/2024;Não - <60 dias
KE82;Q1516;408860;180386;01/04/2024;Não - <60 dias
KE82;Q1517;408847;180121;01/04/2024;Não - <60 dias
KE82;Q1518;408847;180120;01/04/2024;Não - <60 dias
KE82;Q1519;408847;180350;01/04/2024;Não - <60 dias
KE82;Q1520;408681;180124;01/04/2024;Não - <60 dias
KE82;Q1526;408566;180035;01/04/2024;Não - <60 dias
KE82;Q1527;408566;180034;01/04/2024;Não - <60 dias
KE82;Q1528;408566;180033;01/04/2024;Não - <60 dias
KE82;Q1530;408607;179938;01/04/2024;Não - <60 dias
KE82;Q1531;408535;180008;01/04/2024;Sim
KE82;Q1533;408820;180221;01/04/2024;Não - <60 dias
KE82;Q1534;408820;180220;01/04/2024;Não - <60 dias
KE82;Q1535;409068;180213;01/04/2024;Não - <60 dias
KE82;Q1537;408528;180019;01/04/2024;Não - <60 dias
KE82;Q1538;409036;180374;01/04/2024;Não - <60 dias
KE82;Q1539;409012;180222;01/04/2024;Não - <60 dias
KE82;Q1540;409012;180223;01/04/2024;Não - <60 dias
KE82;Q1541;409060;180145;01/04/2024;Não - <60 dias
KE82;Q1542;409060;180144;01/04/2024;Não - <60 dias
KF22;A201;403257;177720;01/04/2024;Não - <60 dias
KF22;A202;403257;177719;01/04/2024;Não - <60 dias
KF22;A203;57126;175280;01/04/2024;Não - <60 dias
KF22;A204;57126;175279;01/04/2024;Não - <60 dias
KF22;A205;383697;175481;01/04/2024;Sim
KF22;A206;406887;179111;01/04/2024;Sim
KF22;A207;423318;181421;01/04/2024;Não - <60 dias
KF22;A208;423821;181478;01/04/2024;Não - <60 dias
KF22;A210;424312;181694;01/04/2024;Não - Em Processamento
KF22;A211;406801;181868;01/04/2024;Não - <60 dias
KF22;A212;423582;181358;01/04/2024;Não - <60 dias
KF22;A214;419659;180691;01/04/2024;Não - <60 dias
KF22;B201;391886;178142;01/04/2024;Não - <60 dias
KF22;B210;407442;179425;01/04/2024;Não - <60 dias
KF22;B211;342980;180378;01/04/2024;Não - <60 dias
KF22;B212;408299;179857;01/04/2024;Não - <60 dias
KF22;B214;377661;176741;01/04/2024;Não - <60 dias
KF22;B215;377697;179308;01/04/2024;Não - <60 dias
KF22;B218;412042;180639;01/04/2024;Não - <60 dias
KF22;B219;407839;179719;01/04/2024;Não - <60 dias
KF22;B223;407426;179470;01/04/2024;Não - Em Processamento
KF22;B224;423915;181500;01/04/2024;Não - <60 dias
KF22;B227;406794;179080;01/04/2024;Não - <60 dias
KF22;B228;383820;175399;01/04/2024;Não - <60 dias
KF22;C203;391872;177159;01/04/2024;Sim
KF22;C213;391809;177120;01/04/2024;Não - <60 dias
KF22;C214;391809;177119;01/04/2024;Não - <60 dias
KF22;D201;389254;176850;01/04/2024;Não - <60 dias
KF22;D202;377627;175229;01/04/2024;Não - <60 dias
KF22;D203;407381;179305;01/04/2024;Não - <60 dias
KF22;D204;407390;179331;01/04/2024;Não - <60 dias
KF22;D205;406801;179058;01/04/2024;Não - <60 dias
KF22;D206;406801;179057;01/04/2024;Não - <60 dias
KF22;D207;424230;181662;01/04/2024;Não - <60 dias
KF22;D208;424230;181675;01/04/2024;Não - <60 dias
KF22;D209;424230;181682;01/04/2024;Não - <60 dias
KF22;D210;408319;180528;01/04/2024;Não - <60 dias
KF22;D211;376451;182174;01/04/2024;Não - <60 dias
KF22;D213;423880;181564;01/04/2024;Não - <60 dias
KF22;D215;426118;182326;01/04/2024;Não - <60 dias
KF22;D217;409617;180671;01/04/2024;Sim
KF22;D218;378144;175439;01/04/2024;Não - <60 dias
KF22;D220;377740;175366;01/04/2024;Não - <60 dias
KF22;D221;376418;175204;01/04/2024;Não - <60 dias
KF22;D222;377708;175230;01/04/2024;Não - <60 dias
KF22;D223;424064;181617;01/04/2024;Não - <60 dias
KF22;D224;423739;181379;01/04/2024;Não - <60 dias
KF22;D225;426223;182339;01/04/2024;Não - <60 dias
KF22;D226;426421;182435;01/04/2024;Não - <60 dias
KF22;D227;424296;181687;01/04/2024;Não - <60 dias
KF22;D228;424296;181691;01/04/2024;Não - <60 dias
